;V1;V2;;;;
1;-247,7595999;252,4783157;;;;
2;-251,6115477;248,6316765;;;Risk;Profit
3;-250,6773223;242,8497728;;Mean;-37,10237635;3,705569343
4;-248,9582497;250,2940102;;Varians;6849,433407;901,8576785
5;-240,9576983;241,3342966;;;;
6;-247,0812584;246,1468597;;;;
7;-247,0482414;248,7299868;;;;
8;-246,8965303;246,6441677;;;;
9;-245,6957911;242,5269508;;;;
10;-247,2132349;0;;;;
11;-236,8576841;0;;;;
12;-244,434506;0;;;;
13;-245,3160371;0;;;;
14;-233,6222206;0;;;;
15;-246,16735;0;;;;
16;-244,9425961;0;;;;
17;-242,0955414;0;;;;
18;-229,7235347;0;;;;
19;-240,8756983;0;;;;
20;-241,9912305;0;;;;
21;-241,484237;0;;;;
22;-228,9516564;0;;;;
23;-237,9454677;0;;;;
24;-233,2241849;0;;;;
25;-235,3481005;0;;;;
26;-235,3743643;0;;;;
27;-232,255418;0;;;;
28;-232,8651844;0;;;;
29;-227,7655653;0;;;;
30;-221,8581;0;;;;
31;-227,1674786;0;;;;
32;-222,7715096;0;;;;
33;-220,8834901;0;;;;
34;-215,7826006;0;;;;
35;-216,1623857;0;;;;
36;-218,9970524;0;;;;
37;-221,4927524;0;;;;
38;-214,3396858;0;;;;
39;-217,5758447;0;;;;
40;-211,3210982;0;;;;
41;-222,1582109;0;;;;
42;-211,3539344;0;;;;
43;-221,7436532;0;;;;
44;-232,9079816;0;;;;
45;-212,9032123;0;;;;
46;-226,0632398;0;;;;
47;-216,172681;0;;;;
48;-209,613844;0;;;;
49;-230,7940384;0;;;;
50;-231,9734258;0;;;;
51;-218,7016605;0;;;;
52;-207,4988355;0;;;;
53;-220,3564274;0;;;;
54;-230,6542581;0;;;;
55;-219,3969912;0;;;;
56;-205,4133941;0;;;;
57;-219,2649765;0;;;;
58;-225,9402663;0;;;;
59;-207,8679662;0;;;;
60;-214,518984;0;;;;
61;-226,0855424;0;;;;
62;-222,6269526;0;;;;
63;-217,6142931;0;;;;
64;-224,086219;0;;;;
65;-225,5252298;0;;;;
66;-220,0859407;0;;;;
67;-213,4417708;0;;;;
68;-213,7113945;0;;;;
69;-216,7588855;0;;;;
70;-217,883746;0;;;;
71;-212,7591327;0;;;;
72;-198,088038;0;;;;
73;-211,2242014;0;;;;
74;-195,5782458;0;;;;
75;-201,0635378;0;;;;
76;-188,3568401;0;;;;
77;-199,4930858;0;;;;
78;-199,2105845;0;;;;
79;-191,6869938;0;;;;
80;-191,7062288;0;;;;
81;-192,1110153;0;;;;
82;-177,3287331;0;;;;
83;-192,2173429;0;;;;
84;-195,911387;0;;;;
85;-188,6294783;0;;;;
86;-193,2935378;0;;;;
87;-199,2385105;0;;;;
88;-219,9813871;0;;;;
89;-191,5285556;0;;;;
90;-210,0569831;0;;;;
91;-219,388647;0;;;;
92;-216,6963362;0;;;;
93;-211,6633927;0;;;;
94;-220,6913008;0;;;;
95;-210,5762076;0;;;;
96;-199,9995702;0;;;;
97;-221,361913;0;;;;
98;-208,8686229;0;;;;
99;-190,9234682;0;;;;
100;-199,4430932;0;;;;
101;-198,6370595;0;;;;
102;0;0;;;;
103;0;0;;;;
104;0;0;;;;
105;0;0;;;;
106;0;0;;;;
107;0;0;;;;
108;0;0;;;;
109;0;0;;;;
110;0;0;;;;
111;0;0;;;;
112;0;0;;;;
113;0;0;;;;
